"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct"
"519",523,1,1,2,1,63,63,0,1,529768.9541327,11,7,0.15,0,0,0.85,0,2,20,0,3,35,1,2,2.43713209962269,0,2,529769.2997263,2,529769.692492,0,0.85,0,0.278255459928226,0.540767973958067,0,1,0.627068392646607,0,1,1,0,0,2,0,529772.2027459,529772.7497324,0,0,1.55555555555556,0,0,0,0,529772.7504741,529549.1521326,23,"learning",2,1
"520",524,1,2,1,1,64,64,0,1,529773.2107513,12,7,0.15,0,0,0.85,0,2,20,0,3,35,1,2,0.704021461711409,0,2,529773.5533222,1,529773.9768308,0,0.85,0,0.382797362458707,0.987372535415238,0,0,0.0162532265444042,0,0,0,0,0,0,0,529774.7541632,529775.2860598,0,0,1.66666666666667,0,0,0,0,529775.2873981,529549.1521326,23,"learning",2,1
"521",525,1,2,1,1,65,65,0,1,529775.5668454,13,7,0.15,0,0,0.85,0,2,20,0,3,35,1,3,1.18174446857009,0,2,529775.9052457,1,529776.2622623,0,0.85,0,0.0446541423218826,0.584322985793893,0,1,0.209271329483123,0,1,1,0,0,2,0,529777.523863,529778.0580588,0,0,1.66666666666667,0,0,0,0,529778.0588313,529549.1521326,23,"learning",2,1
"522",526,1,2,1,1,66,66,0,1,529778.497077,14,7,0.15,0,0,0.85,0,2,20,0,3,35,1,4,1.54915490158171,0,2,529778.8409818,1,529779.1604329,0,0.85,0,0.762609716714809,0.207567271454707,0,1,0.264391898021563,0,1,1,0,0,2,0,529780.7764435,529781.3027128,0,0,1.66666666666667,0,0,0,0,529781.3034065,529549.1521326,23,"learning",2,1
"523",527,1,2,1,1,67,67,0,1,529781.7492437,15,7,0.15,0,0,0.85,0,2,20,0,3,40,1,0,1.23128087093116,0,2,529782.0937451,1,529782.5599248,0,0.85,0,0.269080359869893,0.29428889336701,0,1,0.235477021546426,0,1,1,0,0,2,0,529783.8623401,529784.3954654,0,1,1.66666666666667,2,0,0,0,529785.7557547,529549.1521326,23,"learning",2,1
"524",528,1,2,1,1,68,68,0,1,529786.2573248,16,7,0.15,0,0,0.85,0,2,20,0,3,40,1,1,0.662397925788923,0,2,529786.5974215,1,529787.2192093,0,0.85,0,0.121416061476422,0.199502583364073,0,1,0.0763609721967217,0,1,1,0,0,2,0,529787.9491661,529788.4791702,0,0,1.77777777777778,0,1,0,1,529788.480022,529549.1521326,23,"learning",2,1
"525",529,1,2,1,1,69,69,0,1,529788.9209247,1,8,0.15,0,0,0.85,2,0,0,0,1,40,1,2,1.43695902723511,0,2,529789.2662878,1,529789.8581512,0,0.85,0,0.522737111829895,0.251050683763276,0,1,0.0474380944035329,0,1,1,0,0,2,0,529791.3686176,529791.8944205,0,0,1.88888888888889,0,0,0,1,529791.895168,529549.1521326,23,"fill",2,1
"526",530,1,1,2,1,70,70,0,1,529792.347317,2,8,0.15,0,0,0.85,2,0,0,0,1,40,1,3,1.17081359485789,0,2,529792.6858947,2,529792.9966585,0,0.85,0,0.0864363590513015,0.682639842792121,0,1,0.527737993462384,0,1,1,0,0,2,0,529794.2368848,529794.762916,0,0,2,0,0,0,1,529794.7635749,529549.1521326,23,"fill",2,1
"527",531,1,2,1,1,71,71,0,1,529795.2284072,3,8,0.15,0,0,0.85,2,0,0,0,1,40,1,4,1.20566908183386,0,2,529795.5715858,1,529795.9688328,0,0.85,0,0.198518716027013,0.471812165733803,0,1,0.419785791486438,0,1,1,0,0,2,0,529797.2393424,529797.7653078,0,0,2,0,0,0,1,529797.7664882,529549.1521326,23,"fill",2,1
"528",532,1,1,2,1,72,72,0,1,529798.2011379,4,8,0.15,0,0,0.85,2,0,0,0,1,40,1,5,1.67162448485209,0,2,529798.5406632,2,529798.8318213,0,0.85,0,0.318370861898245,0.765146027235976,0,1,0.805537805322112,0,1,1,0,0,2,0,529800.5756096,529801.1112154,0,1,2,0,1,0,1,529801.1120031,529549.1521326,23,"fill",2,1
"529",533,1,2,1,1,73,73,0,1,529801.5548152,1,9,0,0,0,0,0,0,8,0,1,40,1,5,1.9505368770177,0,1,529801.8935227,2,529802.6836872,0,0,1,0.977305002206749,0.0838683822773734,0,0,0.992807361385861,0,0,0,0,1,0,0,529804.6955592,529805.2215114,0,1,2,0,0,0,1,529805.2228382,529549.1521326,23,"extinction",1,1
"530",534,1,1,2,1,74,74,0,1,529805.5011529,2,9,0,0,0,0,0,0,8,0,1,40,1,5,0.6070434345868,0,1,529805.8465973,1,529806.1997353,0,0,1,0.24295367262839,0.374846295340834,0,0,0.107042708470501,0,0,0,0,1,0,0,529806.8641435,529807.3923895,0,1,1.88888888888889,0,0,0,1,529807.3937068,529549.1521326,23,"extinction",1,1
"531",535,1,1,2,1,75,75,0,1,529807.6721927,3,9,0,0,0,0,0,0,8,0,1,40,1,5,1.61250772255947,0,1,529808.0152186,1,529808.5865881,0,0,1,0.980414912545138,0.0317715486008595,0,0,0.00901944514712927,0,0,0,0,1,0,0,529810.2502838,529810.778791,0,1,1.77777777777778,0,0,0,1,529810.7804357,529549.1521326,23,"extinction",1,1
"532",536,1,1,2,1,76,76,0,1,529811.0458172,4,9,0,0,0,0,0,0,8,0,1,40,1,5,1.45057070670491,0,2,529811.3846566,2,529811.6591088,0,0,0,0.937493519934981,0.929657537252914,0,0,0.141844386503458,0,0,0,0,1,0,0,529813.1859925,529813.7134322,0,1,1.66666666666667,0,0,0,0,529813.7147308,529549.1521326,23,"extinction",1,0
"533",537,1,1,2,1,77,77,0,1,529813.9939602,5,9,0,0,0,0,0,0,8,0,1,40,1,5,1.42484317948163,0,2,529814.3369983,2,529814.59352,0,0,0,0.157124875228495,0.873345358073901,0,0,0.560319034035825,0,0,0,0,1,0,0,529816.0883714,529816.6140193,0,1,1.66666666666667,0,0,0,0,529816.6153427,529549.1521326,23,"extinction",1,0
"534",538,1,1,2,1,78,78,0,1,529816.8939894,6,9,0,0,0,0,0,0,8,0,1,40,1,5,1.2951949792247,0,2,529817.2395432,2,529817.2403554,0,0,0,0.234401275743499,0.77245933172283,0,0,0.166426159428958,0,0,0,0,1,0,0,529818.6072166,529819.1480748,0,1,1.66666666666667,0,0,0,0,529819.1488435,529549.1521326,23,"extinction",1,0
"535",539,1,2,1,1,79,79,0,1,529819.4288878,7,9,0,0,0,0,0,0,8,0,1,40,1,5,1.82472556500688,0,2,529819.7750625,1,529820.1155539,0,0,0,0.683680445916547,0.437524415729104,0,0,0.83325126577137,0,0,0,0,1,0,0,529822.0100894,529822.5391794,0,1,1.66666666666667,0,0,0,0,529822.5399493,529549.1521326,23,"extinction",1,0
"536",540,1,2,1,1,80,80,0,1,529822.8050457,8,9,0,0,0,0,0,0,8,0,1,40,1,5,2.31507700054172,0,1,529823.1444016,2,529823.4585684,0,0,1,0.595541718932656,0.798660684857902,0,0,0.385532748018793,0,0,0,0,1,0,0,529825.8465154,529826.3737823,0,1,1.66666666666667,0,1,0,0,529826.3753509,529549.1521326,23,"extinction",1,1
"537",541,1,1,2,1,81,81,0,1,529826.6544998,1,10,0.85,0,0,0.85,0,1,20,2,1,40,2,5,1.37130869191491,0,1,529826.9975299,1,529827.3317879,0.85,0,1,0.681823191277755,0.721285383745853,1,0,0.816214510860865,1,0,1,0,1,1,0,529828.7656429,529829.2961689,0,1,1.55555555555556,0,0,0,0,529829.296897,529549.1521326,23,"reinstatement",1,1
"538",542,1,1,2,1,82,82,0,1,529829.7320523,2,10,0.85,0,0,0.85,0,1,20,2,1,40,3,5,3.18664407946132,0,1,529830.0668883,1,529830.4957755,0.85,0,1,0.474343512654198,0.402951744134896,1,0,0.0147215328770333,1,0,1,0,1,1,0,529833.7537985,529834.2803114,0,1,1.44444444444444,0,0,0,0,529834.2810774,529549.1521326,23,"reinstatement",1,1
"539",543,1,2,1,1,83,83,0,1,529834.7252407,3,10,0.85,0,0,0.85,0,1,20,2,1,40,4,5,2.4188198662215,0,1,529835.0710427,2,529835.3732924,0.85,0,1,0.148894263613766,0.853613449049547,1,0,0.477682670769787,1,0,1,0,1,1,0,529837.8572926,529838.3907091,0,1,1.44444444444444,0,0,0,0,529838.3914634,529549.1521326,23,"reinstatement",1,1
"540",544,1,1,2,1,84,84,0,1,529838.8369481,4,10,0.85,0,0,0.85,0,1,20,2,1,45,0,5,0.54981664337296,0,1,529839.1744518,1,529839.5298364,0.85,0,1,0.147335327339535,0.190332035810445,1,0,0.340590264652684,1,0,1,0,1,1,0,529840.1425489,529840.6685568,1,1,1.44444444444444,1,0,0,0,529842.0379903,529549.1521326,23,"reinstatement",1,1
"541",545,1,2,1,1,85,85,0,1,529842.5399996,5,10,0.85,0,0,0.85,0,1,20,2,1,45,1,5,1.80184683562926,0,1,529842.8775223,2,529843.2969887,0.85,0,1,0.0454010301321213,0.571963094053882,1,0,0.401599504506438,1,0,1,0,1,1,0,529845.1632746,529845.6889301,0,1,1.44444444444444,0,0,0,0,529845.689675,529549.1521326,23,"reinstatement",1,1
"542",546,1,2,1,1,86,86,0,1,529846.1230427,6,10,0.85,0,0,0.85,0,1,20,2,1,45,1,5,1.62828482770692,0,1,529846.4636522,2,529846.8068173,0.85,0,1,0.912584947967918,0.802516277798251,0,0,0.547448405619762,0,0,0,0,1,0,0,529848.4986437,529849.0335201,0,1,1.33333333333333,0,0,0,0,529849.0353476,529549.1521326,23,"reinstatement",1,1
"543",547,1,1,2,1,87,87,0,1,529849.3456332,7,10,0.85,0,0,0.85,0,1,20,2,1,45,2,5,0.755982992797605,0,1,529849.6831587,1,529850.0693375,0.85,0,1,0.0171606724959585,0.33815353692606,1,0,0.48464124853514,1,0,1,0,1,1,0,529850.8840798,529851.4138048,0,1,1.22222222222222,0,0,1,0,529851.4145274,529549.1521326,23,"reinstatement",1,1
"544",548,1,1,2,1,88,88,0,1,529851.8592469,8,10,0.85,0,0,0.85,0,1,20,2,1,45,3,5,1.05939095550961,0,1,529852.2020095,1,529852.6715629,0.85,0,1,0.119264435126546,0.548704363448588,1,0,0.0105659089619938,1,0,1,0,1,1,0,529853.7864545,529854.3351097,0,1,1.11111111111111,0,0,1,0,529854.3358168,529549.1521326,23,"reinstatement",1,1
"545",549,1,2,1,1,89,89,0,1,529854.7778096,9,10,0.85,0,0,0.85,0,1,20,2,1,45,3,5,1.47410655405491,0,1,529855.120888,2,529855.5376806,0.85,0,1,0.972330133433089,0.351995402231428,0,0,0.424829457266814,0,0,0,0,1,0,0,529857.0723804,529857.5983141,0,1,1,0,0,1,0,529857.5996532,529549.1521326,23,"reinstatement",1,1
"546",550,1,2,1,1,90,90,0,1,529857.9514363,10,10,0.85,0,0,0.85,0,1,20,2,1,45,4,5,1.61866553831524,0,1,529858.2903402,2,529858.6594239,0.85,0,1,0.0151507418956834,0.904868996005434,1,0,0.210716977895284,1,0,1,0,1,1,0,529860.3426688,529860.8692287,0,1,1,0,0,1,0,529860.8699568,529549.1521326,23,"reinstatement",1,1
"547",551,1,1,2,1,91,91,0,1,529861.3050377,11,10,0.85,0,0,0.85,0,1,20,2,1,50,0,5,1.43154978963243,0,1,529861.6430459,1,529862.0623553,0.85,0,1,0.214310199355931,0.967064944381082,1,0,0.36596951271682,1,0,1,0,1,1,0,529863.5620678,529864.0906929,1,1,1,1,0,1,0,529865.4572126,529549.1521326,23,"reinstatement",1,1
"548",552,1,1,2,1,92,92,0,1,529865.945584,12,10,0.85,0,0,0.85,0,1,20,2,1,50,1,5,0.566692205747556,0,1,529866.280318,1,529866.7326484,0.85,0,1,0.338585979831366,0.139718808911532,1,0,0.75410517020213,1,0,1,0,1,1,0,529867.3650602,529867.8914777,0,1,1,0,0,1,0,529867.8922001,529549.1521326,23,"reinstatement",1,1
"549",553,1,1,2,1,93,93,0,1,529868.3375768,13,10,0.85,0,0,0.85,0,1,20,2,1,55,1,0,1.02759104054732,0,2,529868.6823087,2,529869.1263257,0,0.85,0,0.0404121052563031,0.166019526367716,0,1,0.3950218240184,0,0,1,0,1,2,1,529870.1936437,529870.2346754,0,1,1,2,1,1,0,529872.3270717,529549.1521326,23,"reinstatement",1,0
"550",554,1,2,1,1,94,94,0,1,529872.8261472,1,11,0.85,0,0,0.85,0,0,4,0,3,55,1,1,1.39247100703653,0,2,529873.1692927,1,529873.1698336,0,0.85,0,0.371968441388381,0.415338817758194,0,1,0.327332408473213,0,1,1,0,0,2,0,529874.6371712,529875.1757026,0,0,1.11111111111111,0,0,1,0,529875.1764123,529549.1521326,23,"post",3,0
"551",555,1,1,2,1,95,95,0,1,529875.622076,2,11,0.85,0,0,0.85,0,0,4,0,3,55,1,1,1.29852805074097,0,2,529875.9716574,2,529876.3189084,0,0.85,0,0.604556409436044,0.874581717446217,0,0,0.68028681364576,0,0,0,0,0,0,0,529877.6895855,529878.216379,0,0,1.22222222222222,0,0,1,0,529878.217732,529549.1521326,23,"post",3,0
"552",556,1,1,2,1,96,96,0,1,529878.4966875,3,11,0.85,0,0,0.85,0,0,4,0,3,55,1,2,1.32797807913297,0,2,529878.8406107,2,529879.1116201,0,0.85,0,0.637649509971554,0.449299007701772,0,1,0.399188423240141,0,1,1,0,0,2,0,529880.4918602,529881.0226109,0,0,1.33333333333333,0,0,0,0,529881.0235614,529549.1521326,23,"post",3,0
"553",557,1,2,1,1,97,97,0,1,529881.4739861,4,11,0.85,0,0,0.85,0,0,4,0,3,55,2,2,1.80698471178351,0,1,529881.809743,2,529882.1406696,0.85,0,1,0.774607863863681,0.958956791493446,1,0,0.766821945332957,1,0,1,0,0,1,0,529884.0123137,529884.53968,0,0,1.44444444444444,0,1,0,0,529884.5405591,529549.1521326,23,"post",3,0
"554",558,1,2,1,1,98,98,0,1,529885.0151536,1,12,0.85,0,0,0.15,1,0,0,0,2,55,2,2,0.630329431103462,0,2,529885.3628342,1,529885.8348342,0,0.15,0,0.825140234800756,0.720292060960536,0,0,0.678117594767907,0,0,0,0,0,0,0,529886.5302428,529887.0562795,0,0,1.44444444444444,0,0,0,0,529887.0575339,529549.1521326,23,"fill",1,0
"555",559,1,1,2,1,99,99,0,1,529887.3343478,2,12,0.85,0,0,0.15,1,0,0,0,2,55,2,2,1.55474796627839,0,2,529887.6814176,2,529888.2483507,0,0.15,0,0.55708081098929,0.241462333587388,0,0,0.142543605548255,0,0,0,0,0,0,0,529889.8665488,529890.3981932,0,0,1.55555555555556,0,0,0,0,529890.3994223,529549.1521326,23,"fill",1,0
"556",560,1,2,1,1,100,100,0,1,529890.6797019,3,12,0.85,0,0,0.15,1,0,0,0,2,55,2,2,1.61754431026583,0,2,529891.0175323,1,529891.4105103,0,0.15,0,0.984668741600224,0.733787354672695,0,0,0.226316863171725,0,0,0,0,0,0,0,529893.1023607,529893.6292325,0,0,1.66666666666667,0,0,0,0,529893.6304731,529549.1521326,23,"fill",1,0
"557",561,1,2,1,1,101,101,0,1,529893.9518385,4,12,0.85,0,0,0.15,1,0,0,0,2,55,3,2,1.41443893153389,0,1,529894.286937,2,529895.207809,0.85,0,1,0.776061050936574,0.183208151591441,1,0,0.600850737186454,1,0,1,0,0,1,0,529896.6719733,529897.2009063,0,0,1.77777777777778,0,0,0,1,529897.2015901,529549.1521326,23,"fill",1,1
"558",562,1,2,1,1,102,102,0,1,529897.6417486,5,12,0.85,0,0,0.15,1,0,0,0,2,55,4,2,2.6132824688232,0,1,529897.9899965,2,529898.5121838,0.85,0,1,0.280763570288824,0.439803458541746,1,0,0.24339931850386,1,0,1,0,0,1,0,529901.1931745,529901.7191887,0,0,1.77777777777778,0,0,0,1,529901.7198459,529549.1521326,23,"fill",1,1
"559",563,1,2,1,1,103,103,0,1,529902.2306038,6,12,0.85,0,0,0.15,1,0,0,0,2,55,4,3,1.33753335648655,0,1,529902.5771356,2,529902.9835613,0.85,0,1,0.80364820902862,0.893749942148623,0,1,0.917747698633428,0,1,1,0,0,2,0,529904.3959377,529904.9224361,0,0,1.66666666666667,0,0,0,0,529904.9230952,529549.1521326,23,"fill",1,1
"560",564,1,2,1,1,104,104,0,1,529905.3555224,7,12,0.85,0,0,0.15,1,0,0,0,2,55,5,3,1.52054309005281,0,1,529905.6962557,2,529906.7430203,0.85,0,1,0.488105600573784,0.897421419698619,1,0,0.305999230795386,1,0,1,0,0,1,0,529908.3323859,529908.8589388,1,0,1.55555555555556,0,1,0,0,529908.8597936,529549.1521326,23,"fill",1,1
"561",565,1,2,1,1,105,105,0,1,529909.3059644,1,13,0,0,0,0,0,0,8,0,2,55,5,3,0.950899896813672,0,1,529909.6497483,2,529910.0445253,0,0,1,0.0173076752686506,0.0225267892878298,0,0,0.683102387749979,0,0,0,1,0,0,0,529911.0672639,529911.5927853,1,0,1.44444444444444,0,0,0,0,529911.5941214,529549.1521326,23,"extinction",2,0
"562",566,1,2,1,1,106,106,0,1,529911.8724096,2,13,0,0,0,0,0,0,8,0,2,55,5,3,1.53405168349581,0,1,529912.2185434,2,529912.8800735,0,0,1,0.463141389182634,0.393112998179104,0,0,0.790270030153273,0,0,0,1,0,0,0,529914.4868023,529915.0129769,1,0,1.33333333333333,0,0,0,0,529915.0143226,529549.1521326,23,"extinction",2,0
"563",567,1,1,2,1,107,107,0,1,529915.293124,3,13,0,0,0,0,0,0,8,0,2,55,5,3,2.08893658318352,0,2,529915.6380429,2,529916.0217894,0,0,0,0.987271402708965,0.974924537866966,0,0,0.70028130590275,0,0,0,1,0,0,0,529918.1731611,529918.6994264,1,0,1.33333333333333,0,0,0,0,529918.7007622,529549.1521326,23,"extinction",2,1
"564",568,1,2,1,1,108,108,0,1,529918.9787707,4,13,0,0,0,0,0,0,8,0,2,55,5,3,1.68829528450856,0,2,529919.3244269,1,529919.64923,0,0,0,0.751306222121904,0.532487313272061,0,0,0.0340369525040468,0,0,0,1,0,0,0,529921.409245,529921.9349635,1,0,1.33333333333333,0,0,0,0,529921.936273,529549.1521326,23,"extinction",2,1
"565",569,1,1,2,1,109,109,0,1,529922.2153069,5,13,0,0,0,0,0,0,8,0,2,55,5,3,1.79932740766046,0,2,529922.5604706,2,529922.9899188,0,0,0,0.386289047762784,0.19524928876894,0,0,0.919143524375847,0,0,0,1,0,0,0,529924.8454295,529925.3734757,1,0,1.33333333333333,0,0,0,0,529925.3743495,529549.1521326,23,"extinction",2,1
"566",570,1,1,2,1,110,110,0,1,529925.654781,6,13,0,0,0,0,0,0,8,0,2,55,5,3,1.07339826283494,0,1,529925.9966596,1,529926.3527564,0,0,1,0.936684576517142,0.11352484183454,0,0,0.63893789708472,0,0,0,1,0,0,0,529927.4976301,529928.0236022,1,0,1.33333333333333,0,0,0,0,529928.0249508,529549.1521326,23,"extinction",2,0
"567",571,1,1,2,1,111,111,0,1,529928.3042819,7,13,0,0,0,0,0,0,8,0,2,55,5,3,1.60869963716963,0,1,529928.6488233,1,529928.9825206,0,0,1,0.625338127452813,0.300898500796438,0,0,0.275319003856272,0,0,0,1,0,0,0,529930.6501939,529931.1764957,1,0,1.33333333333333,0,0,0,0,529931.1778683,529549.1521326,23,"extinction",2,0
"568",572,1,2,1,1,112,112,0,1,529931.4573804,8,13,0,0,0,0,0,0,8,0,2,55,5,3,0.824646106359743,0,1,529931.8014997,2,529932.1679014,0,0,1,0.844162141532008,0.514739564143141,0,0,0.193227382198711,0,0,0,1,0,0,0,529933.0522296,529933.5782244,1,0,1.33333333333333,0,1,0,0,529933.5798157,529549.1521326,23,"extinction",2,0
"569",573,1,2,1,1,113,113,0,1,529933.8583168,1,14,0.85,0,0,0.85,0,2,20,0,2,55,5,4,1.32940599244271,0,2,529934.2035529,1,529934.6721513,0,0.85,0,0.438447770762076,0.835557868392017,0,1,0.397578124654342,0,1,1,1,0,2,0,529936.0722479,529936.6005968,1,0,1.33333333333333,0,0,0,0,529936.601786,529549.1521326,23,"reinstatement",2,1
"570",574,1,2,1,1,114,114,0,1,529937.0339433,2,14,0.85,0,0,0.85,0,2,20,0,2,60,5,0,1.16663019397285,0,2,529937.372698,1,529937.8107446,0,0.85,0,0.77985380025235,0.289928002885568,0,1,0.555623809407449,0,1,1,1,0,2,0,529939.0412834,529939.5687855,1,1,1.44444444444444,2,0,0,0,529940.9517947,529549.1521326,23,"reinstatement",2,1
"571",575,1,2,1,1,115,115,0,1,529941.4435451,3,14,0.85,0,0,0.85,0,2,20,0,2,60,5,1,1.0832180989384,0,2,529941.7763602,1,529942.2629349,0,0.85,0,0.123926784754502,0.396117365193263,0,1,0.472693101704295,0,1,1,1,0,2,0,529943.4115643,529943.9380979,1,0,1.55555555555556,0,0,0,0,529943.9387913,529549.1521326,23,"reinstatement",2,1
"572",576,1,1,2,1,116,116,0,1,529944.3693319,4,14,0.85,0,0,0.85,0,2,20,0,2,60,5,2,0.930603827691351,0,2,529944.712033,2,529945.0900337,0,0.85,0,0.449188296663296,0.204498122720438,0,1,0.760649782810086,0,1,1,1,0,2,0,529946.0972538,529946.6234001,1,0,1.66666666666667,0,0,0,0,529946.624103,529549.1521326,23,"reinstatement",2,1
"573",577,1,1,2,1,117,117,0,1,529947.0649479,5,14,0.85,0,0,0.85,0,2,20,0,2,60,5,3,1.02247523860141,0,2,529947.4144502,2,529948.2208335,0,0.85,0,0.595761287615609,0.473490802041372,0,1,0.558670093124281,0,1,1,1,0,2,0,529949.3156994,529949.8422491,1,0,1.66666666666667,0,0,0,0,529949.8429504,529549.1521326,23,"reinstatement",2,1
"574",578,1,1,2,1,118,118,0,1,529950.2871629,6,14,0.85,0,0,0.85,0,2,20,0,2,60,5,4,1.90120913715587,0,2,529950.6337296,2,529950.9368281,0,0.85,0,0.673603631748113,0.61351053360965,0,1,0.306064224572539,0,1,1,1,0,2,0,529952.902915,529953.439081,1,0,1.66666666666667,0,0,0,0,529953.4397842,529549.1521326,23,"reinstatement",2,1
"575",579,1,1,2,1,119,119,0,1,529953.887027,7,14,0.85,0,0,0.85,0,2,20,0,2,60,5,4,0.904469761811466,0,2,529954.2367324,2,529954.5579717,0,0.85,0,0.992633849194562,0.118221113103041,1,0,0.889929640630373,0,0,1,1,0,1,1,529955.4914987,529955.5189262,1,0,1.66666666666667,0,0,0,0,529956.23893,529549.1521326,23,"reinstatement",2,1
"576",580,1,1,2,1,120,120,0,1,529956.6882657,8,14,0.85,0,0,0.85,0,2,20,0,2,65,5,0,0.881823185459286,0,2,529957.0224372,2,529957.4178394,0,0.85,0,0.0930866901491241,0.327748572270367,0,1,0.169971660331456,0,1,1,1,0,2,0,529958.3741131,529958.9065029,1,1,1.77777777777778,2,0,0,1,529960.2692566,529549.1521326,23,"reinstatement",2,1
"577",581,1,1,2,1,121,121,0,1,529960.7579885,9,14,0.85,0,0,0.85,0,2,20,0,2,65,5,0,1.1630154611497,0,2,529961.0924272,2,529961.9638389,0,0.85,0,0.776613182450912,0.0371251585358641,1,0,0.903231995477218,0,0,1,1,0,1,1,529963.1562853,529963.1887285,1,0,1.88888888888889,0,0,0,1,529963.9166879,529549.1521326,23,"reinstatement",2,1
"578",582,1,1,2,1,122,122,0,1,529964.3594247,10,14,0.85,0,0,0.85,0,2,20,0,2,65,5,1,0.658406047449515,0,2,529964.6954225,2,529964.9931996,0,0.85,0,0.153306084410081,0.0687195439564052,0,1,0.755434507290195,0,1,1,1,0,2,0,529965.7128072,529966.2413093,1,0,2,0,0,0,1,529966.2420386,529549.1521326,23,"reinstatement",2,1
"579",583,1,2,1,1,123,123,0,1,529966.6885035,11,14,0.85,0,0,0.85,0,2,20,0,2,65,5,2,1.44711074414534,0,2,529967.0306915,1,529967.4486977,0,0.85,0,0.0829388208126028,0.161722037945275,0,1,0.371545271926358,0,1,1,1,0,2,0,529968.9661202,529969.4921132,1,0,2,0,0,0,1,529969.4928396,529549.1521326,23,"reinstatement",2,1
"580",584,1,1,2,1,124,124,0,1,529969.9361604,12,14,0.85,0,0,0.85,0,2,20,0,2,65,5,2,1.25807385770183,0,2,529970.2834235,2,529970.8241096,0,0.85,0,0.850216608427579,0.0406845643043839,1,0,0.917185813126296,0,0,1,1,0,1,1,529972.125501,529972.1618783,1,0,2,0,0,0,1,529972.8982373,529549.1521326,23,"reinstatement",2,1
"581",585,1,2,1,1,125,125,0,1,529973.3378188,13,14,0.85,0,0,0.85,0,2,20,0,2,65,5,3,1.45333208386524,0,2,529973.6694049,1,529974.2914021,0,0.85,0,0.226719702126286,0.717227090427914,0,1,0.124472165039244,0,1,1,1,0,2,0,529975.8051858,529976.3308536,1,0,2,0,1,0,1,529976.3316712,529549.1521326,23,"reinstatement",2,1
"582",586,1,2,1,1,126,126,0,1,529976.7614967,1,15,0,0.85,0.85,0,0,1,20,1,2,65,5,4,1.00728676435751,0,1,529977.1056972,2,529977.6212419,0,0.85,1,0.595781487704969,0.111872654499906,0,1,0.0308033094571464,0,1,1,1,0,2,0,529978.6902739,529979.2289843,1,0,2,0,0,0,1,529979.2296911,529549.1521326,23,"switch",1,1
"583",587,1,1,2,1,127,127,0,1,529979.7250584,2,15,0,0.85,0.85,0,0,1,20,1,2,65,5,4,1.08488651163441,0,2,529980.0581987,2,529980.6880271,0.85,0,0,0.939814954459848,0.0440168906666475,0,0,0.422365092019469,0,0,0,1,0,0,0,529981.8427847,529982.3694613,1,0,1.88888888888889,0,0,0,1,529982.3707976,529549.1521326,23,"switch",1,0
"584",588,1,2,1,1,128,128,0,1,529982.6500459,3,15,0,0.85,0.85,0,0,1,20,1,2,65,5,4,1.20611551922343,0,2,529982.9940217,1,529983.3488268,0.85,0,0,0.192450565788256,0.480406675271558,1,0,0.32112033887685,0,0,1,1,0,1,1,529984.5838641,529984.6362807,1,0,1.88888888888889,0,0,0,1,529985.389354,529549.1521326,23,"switch",1,0
"585",589,1,1,2,1,129,129,0,1,529985.8753846,4,15,0,0.85,0.85,0,0,1,20,1,2,65,5,4,1.46787074688927,0,2,529986.2131693,2,529987.0603622,0.85,0,0,0.474604274905247,0.0881793682692914,1,0,0.241575378138439,0,0,1,1,0,1,1,529988.5653431,529988.6017762,1,0,1.88888888888889,0,0,0,1,529989.3359071,529549.1521326,23,"switch",1,0
"586",590,1,1,2,1,130,130,0,1,529989.7787695,5,15,0,0.85,0.85,0,0,1,20,1,2,65,5,4,1.04477922555937,0,1,529990.1165251,1,529990.4621153,0,0.85,1,0.0958415610288407,0.396982829032758,1,0,0.949617924025938,0,0,1,1,0,1,1,529991.5451254,529991.5861415,1,0,1.88888888888889,0,0,0,1,529992.3333826,529549.1521326,23,"switch",1,1
"587",591,1,2,1,1,131,131,0,1,529992.7635251,6,15,0,0.85,0.85,0,0,1,20,1,2,65,5,4,0.87317581291602,0,2,529993.10243,1,529994.0567785,0.85,0,0,0.192428195640465,0.293651139451319,1,0,0.729575793179778,0,0,1,1,0,1,1,529994.9598207,529995.0059105,1,0,1.77777777777778,0,0,0,1,529995.7487285,529549.1521326,23,"switch",1,0
