"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct"
"1",1,1,1,2,1,1,1,0,1,527741.3736719,1,1,0.15,0,0,0.85,0,2,20,0,3,0,0,0,2.05667498592057,0,1,527741.7516979,1,527743.6558068,0.15,0,1,0.411412358400302,0.431150545662393,0,0,0.379120745752595,0,0,0,0,0,0,0,527745.8013251,527746.3298332,0,0,NA,0,0,0,0,527746.3382768,527741.291986,23,"learning",2,0
"2",2,1,1,2,1,2,2,0,1,527746.6181653,2,1,0.15,0,0,0.85,0,2,20,0,3,0,0,1,1.7566316631909,0,2,527746.9703049,2,527747.1285253,0,0.85,0,0.0452937638093279,0.0545523346096368,0,1,0.411249108309448,0,1,1,0,0,2,0,527748.9541558,527749.4857432,0,0,1,0,0,1,0,527749.4889078,527741.291986,23,"learning",2,1
"3",3,1,1,2,1,3,3,0,1,527749.9740339,3,1,0.15,0,0,0.85,0,2,20,0,3,0,0,2,1.64429804047612,0,2,527750.3224778,2,527750.5662916,0,0.85,0,0.252230028421014,0.500194152473151,0,1,0.0150793399393855,0,1,1,0,0,2,0,527752.2907815,527752.8186265,0,0,1.5,0,0,0,0,527752.8248681,527741.291986,23,"learning",2,1
"4",4,1,2,1,1,4,4,0,1,527753.2674936,4,1,0.15,0,0,0.85,0,2,20,0,3,0,0,2,1.10185810584935,0,1,527753.6084019,2,527753.9864891,0.15,0,1,0.716047922704473,0.670004879576343,0,0,0.259083277685364,0,0,0,0,0,0,0,527755.1593221,527755.6873592,0,0,1.66666666666667,0,0,0,0,527755.6905196,527741.291986,23,"learning",2,0
"5",5,1,2,1,1,5,5,0,1,527755.9691039,5,1,0.15,0,0,0.85,0,2,20,0,3,0,0,3,1.62812713425049,0,2,527756.3277475,1,527756.8405948,0,0.85,0,0.84266559266935,0.439286869030094,0,1,0.334069483474018,0,1,1,0,0,2,0,527758.5453549,527759.07923,0,0,1.5,0,0,0,0,527759.0842617,527741.291986,23,"learning",2,1
"6",6,1,2,1,1,6,6,0,1,527759.5245164,6,1,0.15,0,0,0.85,0,2,20,0,3,0,0,4,1.79109433983875,0,2,527759.8630378,1,527760.7413776,0,0.85,0,0.633423044687053,0.53722168965283,0,1,0.276725358813515,0,1,1,0,0,2,0,527762.59854,527763.1270408,0,0,1.6,0,0,0,0,527763.1281026,527741.291986,23,"learning",2,1
"7",7,1,2,1,1,7,7,0,1,527763.5796338,7,1,0.15,0,0,0.85,0,2,20,0,3,5,0,0,1.15181784517517,0,2,527763.9163255,1,527764.5346,0,0.85,0,0.227506924924971,0.0610275980647509,0,1,0.76231937772606,0,1,1,0,0,2,0,527765.7511091,527766.2771673,0,1,1.66666666666667,2,0,0,0,527767.6741561,527741.291986,23,"learning",2,1
"8",8,1,2,1,1,8,8,0,1,527768.5896754,8,1,0.15,0,0,0.85,0,2,20,0,3,5,0,1,1.18423386433303,0,2,527768.9207733,1,527770.0264787,0,0.85,0,0.680928061491861,0.343171528582652,0,1,0.735608559656418,0,1,1,0,0,2,0,527771.2732526,527771.8092086,0,0,1.71428571428571,0,0,0,1,527771.8101942,527741.291986,23,"learning",2,1
"9",9,1,2,1,1,9,9,0,1,527772.2623117,9,1,0.15,0,0,0.85,0,2,20,0,3,5,0,2,1.15155299838197,0,2,527772.6070606,1,527773.0550126,0,0.85,0,0.103209695253498,0.296383638675729,0,1,0.0439469421736024,0,1,1,0,0,2,0,527774.2757414,527774.8105993,0,0,1.75,0,1,0,1,527774.8123777,527741.291986,23,"learning",2,1
"10",10,1,2,1,1,10,10,0,1,527775.2511082,1,2,0.85,0,0,0.15,0,1,20,0,3,5,0,2,1.3550514444822,0,2,527775.5928735,1,527775.8414178,0,0.15,0,0.315070319556323,0.648262593644142,0,0,0.92965307738955,0,0,0,0,0,0,0,527777.2607968,527777.7874608,0,0,1.77777777777778,0,0,0,1,527777.7889483,527741.291986,23,"learning",1,0
"11",11,1,2,1,1,11,11,0,1,527778.0668351,2,2,0.85,0,0,0.15,0,1,20,0,3,5,1,2,1.01611050608774,0,1,527778.411744,2,527778.8991427,0.85,0,1,0.0240359384814288,0.709995427977939,1,0,0.108315424338819,1,0,1,0,0,1,0,527779.9804443,527780.510172,0,0,1.88888888888889,0,0,0,1,527780.5108891,527741.291986,23,"learning",1,1
"12",12,1,1,2,1,12,12,0,1,527780.9537204,3,2,0.85,0,0,0.15,0,1,20,0,3,5,1,2,3.47134596342084,0,2,527781.2976712,2,527781.9484956,0,0.15,0,0.253641686807315,0.770939311171183,0,0,0.311772112791784,0,0,0,0,0,0,0,527785.4841868,527786.011422,0,0,1.77777777777778,0,0,0,1,527786.0128057,527741.291986,23,"learning",1,0
"13",13,1,1,2,1,13,13,0,1,527786.2918327,4,2,0.85,0,0,0.15,0,1,20,0,3,5,1,3,0.756914872653261,0,1,527786.6353878,1,527787.1173844,0.85,0,1,0.710879994115611,0.636170656901424,0,1,0.880586108866767,0,1,1,0,0,2,0,527787.9363378,527788.4667247,0,0,1.77777777777778,0,0,0,1,527788.4674203,527741.291986,23,"learning",1,1
"14",14,1,2,1,1,14,14,0,1,527788.900852,5,2,0.85,0,0,0.15,0,1,20,0,3,5,2,3,1.2330617223875,0,1,527789.2375303,2,527790.9460842,0.85,0,1,0.788309620208153,0.922406896979628,1,0,0.0982219495422976,1,0,1,0,0,1,0,527792.2574427,527792.7933502,0,0,1.77777777777778,0,0,0,1,527792.7941045,527741.291986,23,"learning",1,1
"15",15,1,2,1,1,15,15,0,1,527793.2259566,6,2,0.85,0,0,0.15,0,1,20,0,3,5,2,4,1.05191932759896,0,1,527793.5576722,2,527794.578657,0.85,0,1,0.810926898289277,0.239098632430455,0,1,0.962798599452699,0,1,1,0,0,2,0,527795.6934463,527796.2204272,0,0,1.66666666666667,0,0,0,0,527796.2211773,527741.291986,23,"learning",1,1
"16",16,1,2,1,1,16,16,0,1,527796.7222344,7,2,0.85,0,0,0.15,0,1,20,0,3,5,2,4,2.39442754768449,0,1,527797.0607224,2,527797.5095686,0.85,0,1,0.95914336523439,0.601025525797364,0,0,0.235927157116641,0,0,0,0,0,0,0,527799.9630344,527800.4943172,0,0,1.55555555555556,0,0,0,0,527800.4957027,527741.291986,23,"learning",1,1
"17",17,1,2,1,1,17,17,0,1,527800.7735951,8,2,0.85,0,0,0.15,0,1,20,0,3,5,2,4,1.07698424101163,0,2,527801.1139527,1,527801.587273,0,0.15,0,0.491783541185953,0.695031568461889,0,0,0.436230672300951,0,0,0,0,0,0,0,527802.7319066,527803.272737,0,0,1.44444444444444,0,0,0,0,527803.2740934,527741.291986,23,"learning",1,0
"18",18,1,2,1,1,18,18,0,1,527803.5523364,9,2,0.85,0,0,0.15,0,1,20,0,3,5,3,4,1.25812904607761,0,1,527803.8997964,2,527805.2971472,0.85,0,1,0.0141127480010658,0.805201464538033,1,0,0.384152151592512,1,0,1,0,0,1,0,527806.6184534,527807.1627761,0,0,1.44444444444444,0,0,0,0,527807.1636719,527741.291986,23,"learning",1,1
"19",19,1,1,2,1,19,19,0,1,527807.5928542,10,2,0.85,0,0,0.15,0,1,20,0,3,10,3,0,1.87983529148488,0,1,527807.9364234,1,527808.9631399,0.85,0,1,0.787583479700875,0.399248365392659,0,1,0.935327849363296,0,1,1,0,0,2,0,527810.9053884,527811.435013,0,1,1.33333333333333,2,0,0,0,527812.8165263,527741.291986,23,"learning",1,1
"20",20,1,1,2,1,20,20,0,1,527813.3277972,11,2,0.85,0,0,0.15,0,1,20,0,3,10,3,0,0.774110153985723,0,2,527813.6745838,2,527814.3241816,0,0.15,0,0.0386676325696403,0.258484274513681,0,0,0.119728431577311,0,0,0,0,0,0,0,527815.1588917,527815.6869611,0,0,1.22222222222222,0,1,1,0,527815.6897785,527741.291986,23,"learning",1,0
"21",21,1,1,2,1,21,21,0,1,527815.9704614,1,3,0.85,0,0,0.15,1,0,0,0,2,10,3,0,1.4032163520444,0,2,527816.3100593,2,527816.7530935,0,0.15,0,0.784292610128173,0.232057943048613,0,0,0.434631211210556,0,0,0,0,0,0,0,527818.2281691,527818.7569274,0,0,1.33333333333333,0,0,0,0,527818.7591243,527741.291986,23,"fill",1,0
"22",22,1,2,1,1,22,22,0,1,527819.0361952,2,3,0.85,0,0,0.15,1,0,0,0,2,10,3,0,1.4607231676683,0,2,527819.3793399,1,527819.5961238,0,0.15,0,0.544975692690797,0.695314896963008,0,0,0.101201206400008,0,0,0,0,0,0,0,527821.1138082,527821.6404106,0,0,1.33333333333333,0,0,0,0,527821.6413972,527741.291986,23,"fill",1,0
"23",23,1,1,2,1,23,23,0,1,527821.9070434,3,3,0.85,0,0,0.15,1,0,0,0,2,10,4,0,2.02427178798018,0,1,527822.2481224,1,527822.6845688,0.85,0,1,0.722577944959521,0.0812129551176968,1,0,0.444879627611556,1,0,1,0,0,1,0,527824.7670117,527825.3021513,0,0,1.44444444444444,0,0,0,0,527825.3037541,527741.291986,23,"fill",1,1
"24",24,1,1,2,1,24,24,0,1,527825.7527993,4,3,0.85,0,0,0.15,1,0,0,0,2,10,4,1,0.534746480420209,0,1,527826.101492,1,527826.5620344,0.85,0,1,0.105600572138695,0.447766957322026,0,1,0.867964385995395,0,1,1,0,0,2,0,527827.1695908,527827.6988806,0,0,1.44444444444444,0,0,0,0,527827.6999308,527741.291986,23,"fill",1,1
"25",25,1,2,1,1,25,25,0,1,527828.13199,5,3,0.85,0,0,0.15,1,0,0,0,2,10,5,1,2.06024669447066,0,1,527828.4702771,2,527829.3082238,0.85,0,1,0.39455509708747,0.443074033571315,1,0,0.497147958806934,1,0,1,0,0,1,0,527831.4224935,527831.9513482,1,0,1.44444444444444,0,1,0,0,527831.9533212,527741.291986,23,"fill",1,1
"26",26,1,1,2,1,26,26,0,1,527832.394938,1,4,0,0,0,0,0,0,8,0,2,10,5,1,1.41196418677776,0,1,527832.7403714,1,527833.6843033,0,0,1,0.27795598176146,0.185044335296916,0,0,0.691955733170145,0,0,0,1,0,0,0,527835.1589674,527835.6946415,1,0,1.44444444444444,0,0,0,0,527835.6962702,527741.291986,23,"extinction",2,0
"27",27,1,1,2,1,27,27,0,1,527835.9732615,2,4,0,0,0,0,0,0,8,0,2,10,5,1,1.07814579363174,0,2,527836.3100525,2,527837.2237347,0,0,0,0.680731151118182,0.785889558083729,0,0,0.571313870510198,0,0,0,1,0,0,0,527838.3614252,527838.8874804,1,0,1.33333333333333,0,0,0,0,527838.888819,527741.291986,23,"extinction",2,1
"28",28,1,2,1,1,28,28,0,1,527839.1657431,3,4,0,0,0,0,0,0,8,0,2,10,5,1,2.24236452495633,0,2,527839.5127068,1,527840.2136589,0,0,0,0.145625084709875,0.960382990458906,0,0,0.59572905007568,0,0,0,1,0,0,0,527842.5149416,527843.0410053,1,0,1.44444444444444,0,0,0,0,527843.042378,527741.291986,23,"extinction",2,1
"29",29,1,2,1,1,29,29,0,1,527843.3152407,4,4,0,0,0,0,0,0,8,0,2,10,5,1,1.8862778792564,0,1,527843.6492623,2,527844.1587602,0,0,1,0.492779409862362,0.0670228667746106,0,0,0.310700101078895,0,0,0,1,0,0,0,527846.1179516,527846.6439689,1,0,1.55555555555556,0,0,0,0,527846.6453148,527741.291986,23,"extinction",2,0
"30",30,1,2,1,1,30,30,0,1,527846.9227777,5,4,0,0,0,0,0,0,8,0,2,10,5,1,1.52472143404711,0,1,527847.2691723,2,527847.6813271,0,0,1,0.569430924888523,0.257238451631767,0,0,0.782266445071704,0,0,0,1,0,0,0,527849.2705718,527849.799383,1,0,1.44444444444444,0,0,0,0,527849.8009675,527741.291986,23,"extinction",2,0
"31",31,1,2,1,1,31,31,0,1,527850.0782148,6,4,0,0,0,0,0,0,8,0,2,10,5,1,1.31812825888553,0,1,527850.4217413,2,527850.9453283,0,0,1,0.29458900002546,0.533615161300287,0,0,0.60020654948881,0,0,0,1,0,0,0,527852.3397068,527852.8658557,1,0,1.33333333333333,0,0,0,0,527852.867278,527741.291986,23,"extinction",2,0
"32",32,1,1,2,1,32,32,0,1,527853.1447756,7,4,0,0,0,0,0,0,8,0,2,10,5,1,0.575759362875711,0,2,527853.4909596,2,527854.5518684,0,0,0,0.534631162346916,0.979017652249227,0,0,0.567035552167721,0,0,0,1,0,0,0,527855.1921579,527855.7178944,1,0,1.22222222222222,0,0,1,0,527855.7192724,527741.291986,23,"extinction",2,1
"33",33,1,1,2,1,33,33,0,1,527855.9964451,8,4,0,0,0,0,0,0,8,0,2,10,5,1,2.17738609331703,0,2,527856.3433306,2,527856.8716362,0,0,0,0.490125154899487,0.619164954472703,0,0,0.509762361911507,0,0,0,1,0,0,0,527859.1120234,527859.638221,1,0,1.33333333333333,0,1,0,0,527859.6406644,527741.291986,23,"extinction",2,1
"34",34,1,1,2,1,34,34,0,1,527859.9186785,1,5,0.85,0,0,0.85,0,2,20,1,2,10,5,2,1.86297715486935,0,2,527860.2633036,2,527860.7070476,0,0.85,0,0.898562714931098,0.832081325251183,0,1,0.657744372802492,0,1,1,1,0,2,0,527862.6490706,527863.1802148,1,0,1.44444444444444,0,0,0,0,527863.1812441,527741.291986,23,"reinstatement",2,1
"35",35,1,1,2,1,35,35,0,1,527863.6283665,2,5,0.85,0,0,0.85,0,2,20,1,2,10,5,3,2.17340176466302,0,2,527863.9661413,2,527864.3446631,0,0.85,0,0.105190999630737,0.184590785339342,0,1,0.0313442843473117,0,1,1,1,0,2,0,527866.5850127,527867.1183654,1,0,1.55555555555556,0,0,0,0,527867.1198211,527741.291986,23,"reinstatement",2,1
"36",36,1,2,1,1,36,36,0,1,527867.56274,3,5,0.85,0,0,0.85,0,2,20,1,2,10,5,4,1.28319143689271,0,2,527867.9029982,1,527868.2918267,0,0.85,0,0.5126972826912,0.226903167126123,0,1,0.49910920195891,0,1,1,1,0,2,0,527869.620821,527870.1493566,1,0,1.66666666666667,0,0,0,0,527870.1501603,527741.291986,23,"reinstatement",2,1
"37",37,1,2,1,1,37,37,0,1,527870.5788343,4,5,0.85,0,0,0.85,0,2,20,1,2,10,5,4,2.42797224934344,0,2,527870.9221094,1,527871.4200312,0,0.85,0,0.725082249022017,0.238325764346449,1,0,0.875465113134364,0,0,1,1,0,1,1,527873.8845081,527873.9235547,1,0,1.66666666666667,0,0,0,0,527874.676995,527741.291986,23,"reinstatement",2,1
"38",38,1,2,1,1,38,38,0,1,527875.12262,5,5,0.85,0,0,0.85,0,2,20,1,2,10,5,4,1.35144211257286,0,1,527875.4592156,2,527876.3464731,0.85,0,1,0.687177007322136,0.229513259420087,1,0,0.722609408942915,0,0,1,1,0,1,1,527877.7281904,527877.7709191,1,0,1.66666666666667,0,0,0,0,527878.5149199,527741.291986,23,"reinstatement",2,0
"39",39,1,2,1,1,39,39,0,1,527878.9505482,6,5,0.85,0,0,0.85,0,2,20,1,2,10,5,4,0.902448573283906,0,2,527879.2956193,1,527880.2837527,0,0.85,0,0.0274995367619542,0.860709499227298,0,0,0.625507954971525,0,0,0,1,0,0,0,527881.2471231,527881.7733462,1,0,1.66666666666667,0,0,0,0,527881.7748779,527741.291986,23,"reinstatement",2,1
"40",40,1,1,2,1,40,40,0,1,527882.052694,7,5,0.85,0,0,0.85,0,2,20,1,2,15,5,0,1.11628344504063,0,2,527882.3983123,2,527882.9558887,0,0.85,0,0.347439261005992,0.401716094326356,0,1,0.293168370724941,0,1,1,1,0,2,0,527884.1504018,527884.682142,1,1,1.77777777777778,2,0,0,1,527886.0437574,527741.291986,23,"reinstatement",2,1
"41",41,1,2,1,1,41,41,0,1,527886.5539717,8,5,0.85,0,0,0.85,0,2,20,1,2,15,5,0,1.09372221223273,0,2,527886.8852624,1,527887.2671458,0,0.85,0,0.443800542060807,0.969978449639692,0,0,0.965016016914504,0,0,0,1,0,0,0,527888.4197753,527888.9483409,1,0,1.88888888888889,0,0,0,1,527888.949783,527741.291986,23,"reinstatement",2,1
"42",42,1,1,2,1,42,42,0,1,527889.2258293,9,5,0.85,0,0,0.85,0,2,20,1,2,15,5,1,1.35095286826675,0,2,527889.5709278,2,527889.9416264,0,0.85,0,0.0277241500635442,0.360746565726399,0,1,0.150232848047647,0,1,1,1,0,2,0,527891.3562952,527891.8877645,1,0,1.88888888888889,0,0,0,1,527891.8884865,527741.291986,23,"reinstatement",2,1
"43",43,1,1,2,1,43,43,0,1,527892.3337724,10,5,0.85,0,0,0.85,0,2,20,1,2,15,5,2,2.16242660436263,0,2,527892.67353,2,527893.1106725,0,0.85,0,0.595293063377214,0.702394712817821,0,1,0.351434547016605,0,1,1,1,0,2,0,527895.3431066,527895.8837371,1,0,1.88888888888889,0,0,0,1,527895.8844699,527741.291986,23,"reinstatement",2,1
"44",44,1,1,2,1,44,44,0,1,527896.3380382,11,5,0.85,0,0,0.85,0,2,20,1,2,15,5,3,1.81337362530562,0,2,527896.6767142,2,527896.9806916,0,0.85,0,0.526544897917482,0.00906498834763225,0,1,0.0760946926986394,0,1,1,1,0,2,0,527898.8625082,527899.3901498,1,0,1.88888888888889,0,0,0,1,527899.3908856,527741.291986,23,"reinstatement",2,1
"45",45,1,2,1,1,45,45,0,1,527899.8319108,12,5,0.85,0,0,0.85,0,2,20,1,2,15,5,3,2.56386266487138,0,2,527900.1797537,1,527900.5752753,0,0.85,0,0.926402631691016,0.933685634580785,0,0,0.075488290556097,0,0,0,1,0,0,0,527903.2153769,527903.7418313,1,0,1.88888888888889,0,0,0,1,527903.7431984,527741.291986,23,"reinstatement",2,1
"46",46,1,1,2,1,46,46,0,1,527904.020621,13,5,0.85,0,0,0.85,0,2,20,1,2,20,0,4,0.649104867570037,0,2,527904.3665878,2,527904.7155188,0,0.85,0,0.0683338843216812,0.507636312171566,0,1,0.360113150106661,0,1,1,1,0,2,0,527905.4346525,527905.9608783,1,0,1.88888888888889,1,1,0,1,527907.3614725,527741.291986,23,"reinstatement",2,1
"47",47,1,2,1,1,47,47,0,1,527907.8602167,1,6,0.85,0,0,0.85,0,0,4,0,3,25,0,0,1.09851633953882,0,2,527908.2030904,1,527908.6794007,0,0.85,0,0.926503245768958,0.185541276772263,0,1,0.332537829477014,0,1,1,0,0,2,0,527909.8551011,527910.4091299,0,1,1.88888888888889,2,0,0,1,527911.7825519,527741.291986,23,"post",3,0
"48",48,1,2,1,1,48,48,0,1,527912.3298427,2,6,0.85,0,0,0.85,0,0,4,0,3,25,0,1,2.59980695960098,0,2,527912.6735365,1,527913.0169393,0,0.85,0,0.89646672021282,0.329765512551408,0,1,0.423325458933928,0,1,1,0,0,2,0,527915.6931816,527916.2228801,0,0,2,0,0,0,1,527916.2236844,527741.291986,23,"post",3,0
"49",49,1,1,2,1,49,49,0,1,527916.6649358,3,6,0.85,0,0,0.85,0,0,4,0,3,25,0,1,1.56441068768414,0,2,527917.0102648,2,527917.7108515,0,0.85,0,0.339866862641922,0.896458194738862,0,0,0.506960875286355,0,0,0,0,0,0,0,527919.3454865,527919.8716521,0,0,2,0,0,0,1,527919.8730054,527741.291986,23,"post",3,0
"50",50,1,2,1,1,50,50,0,1,527920.1523799,4,6,0.85,0,0,0.85,0,0,4,0,3,25,0,2,1.04044763924635,0,2,527920.4967105,1,527920.8728495,0,0.85,0,0.949891462115481,0.811935418894568,0,1,0.0509665223263204,0,1,1,0,0,2,0,527921.981107,527922.5084817,0,0,2,0,1,0,1,527922.5093951,527741.291986,23,"post",3,0
"51",51,1,2,1,1,51,51,0,1,527922.9516901,1,7,0.15,0,0,0.85,0,2,20,0,3,25,0,3,1.37986477065926,0,2,527923.2990222,1,527923.745178,0,0.85,0,0.426212752618617,0.697409996875923,0,1,0.428747862715811,0,1,1,0,0,2,0,527925.2011866,527925.7333215,0,0,2,0,0,0,1,527925.7340605,527741.291986,23,"learning",2,1
"52",52,1,1,2,1,52,52,0,1,527926.1650055,2,7,0.15,0,0,0.85,0,2,20,0,3,25,0,4,1.61635625838986,0,2,527926.5016076,2,527926.8494515,0,0.85,0,0.699494725157391,0.683854960877698,0,1,0.362977739358283,0,1,1,0,0,2,0,527928.5371852,527929.064315,0,0,2,0,0,0,1,527929.0650581,527741.291986,23,"learning",2,1
"53",53,1,1,2,1,53,53,0,1,527929.5548469,3,7,0.15,0,0,0.85,0,2,20,0,3,30,0,0,0.552376143921142,0,2,527929.8878167,2,527930.2628276,0,0.85,0,0.786735143962081,0.0527525508477331,0,1,0.513588043248696,0,1,1,0,0,2,0,527930.8891826,527931.4154305,0,1,2,2,0,0,1,527932.7819207,527741.291986,23,"learning",2,1
"54",54,1,1,2,1,54,54,0,1,527933.2908193,4,7,0.15,0,0,0.85,0,2,20,0,3,30,0,0,1.32915649989999,0,1,527933.6240748,1,527934.0336075,0.15,0,1,0.290164217306419,0.0686958077651197,0,0,0.74364892762402,0,0,0,0,0,0,0,527935.4254911,527935.9517067,0,0,2,0,0,0,1,527935.9531865,527741.291986,23,"learning",2,0
"55",55,1,2,1,1,55,55,0,1,527936.2336443,5,7,0.15,0,0,0.85,0,2,20,0,3,30,0,0,1.28577740614911,0,1,527936.5767314,2,527937.0583412,0.15,0,1,0.162699403549609,0.572798465037159,0,0,0.197327535679321,0,0,0,0,0,0,0,527938.4113514,527938.9554202,0,0,1.88888888888889,0,0,0,1,527938.9567859,527741.291986,23,"learning",2,0
"56",56,1,2,1,1,56,56,0,1,527939.235328,6,7,0.15,0,0,0.85,0,2,20,0,3,30,0,1,0.898005456204272,0,2,527939.5791551,1,527939.8989276,0,0.85,0,0.84825824645234,0.0275415517688601,0,1,0.514849671205531,0,1,1,0,0,2,0,527940.8640839,527941.3899859,0,0,1.77777777777778,0,0,0,1,527941.3907907,527741.291986,23,"learning",2,1
"57",57,1,2,1,1,57,57,0,1,527941.8501288,7,7,0.15,0,0,0.85,0,2,20,0,3,30,0,2,2.37288426857016,0,2,527942.198139,1,527942.6391598,0,0.85,0,0.416434795776624,0.249689512461001,0,1,0.129552360901487,0,1,1,0,0,2,0,527945.0836457,527945.6229366,0,0,1.77777777777778,0,0,0,1,527945.6236909,527741.291986,23,"learning",2,1
"58",58,1,2,1,1,58,58,0,1,527946.0629381,8,7,0.15,0,0,0.85,0,2,20,0,3,30,0,3,1.43881538098526,0,2,527946.4014705,1,527946.7636809,0,0.85,0,0.768911882090602,0.636104593513008,0,1,0.26925081937643,0,1,1,0,0,2,0,527948.269471,527948.7960193,0,0,1.77777777777778,0,0,0,1,527948.7967379,527741.291986,23,"learning",2,1
"59",59,1,1,2,1,59,59,0,1,527949.2374126,9,7,0.15,0,0,0.85,0,2,20,0,3,30,0,4,1.02538776444668,0,2,527949.5873764,2,527950.2030746,0,0.85,0,0.68622640531927,0.231932695689082,0,1,0.798679642267925,0,1,1,0,0,2,0,527951.288804,527951.8266785,0,0,1.77777777777778,0,1,0,1,527951.8280579,527741.291986,23,"learning",2,1
"60",60,1,2,1,1,60,60,0,1,527952.2714409,1,8,0.15,0,0,0.85,2,0,0,0,1,30,0,5,1.78147890934775,0,2,527952.6232376,1,527952.904987,0,0.85,0,0.91215719036825,0.472211476520199,0,1,0.385108376012579,0,1,1,0,0,2,0,527954.7589727,527955.2851885,0,1,1.77777777777778,0,1,0,1,527955.2860854,527741.291986,23,"fill",2,1
"61",61,1,1,2,1,61,61,0,1,527955.7313834,1,9,0,0,0,0,0,0,8,0,1,30,0,5,3.13523016299697,0,2,527956.0760553,2,527956.62046,0,0,0,0.156658194249617,0.858909702380218,0,0,0.554317288844284,0,0,0,0,1,0,0,527959.8290585,527960.3555185,0,1,1.77777777777778,0,0,0,1,527960.3568856,527741.291986,23,"extinction",1,0
"62",62,1,2,1,1,62,62,0,1,527960.6362267,2,9,0,0,0,0,0,0,8,0,1,30,0,5,1.49670077620965,0,2,527960.9803357,1,527961.6235372,0,0,0,0.4700410923454,0.629466311654974,0,0,0.282880247703388,0,0,0,0,1,0,0,527963.1819076,527963.7084531,0,1,1.77777777777778,0,0,0,1,527963.7099677,527741.291986,23,"extinction",1,0
"63",63,1,1,2,1,63,63,0,1,527963.9893264,3,9,0,0,0,0,0,0,8,0,1,30,0,5,1.08698245855464,0,1,527964.3330725,1,527964.7609261,0,0,1,0.291767165119689,0.354270301059863,0,0,0.418228263003585,0,0,0,0,1,0,0,527965.9175063,527966.444405,0,1,1.77777777777778,0,0,0,1,527966.4458935,527741.291986,23,"extinction",1,1
"64",64,1,2,1,1,64,64,0,1,527966.7258026,4,9,0,0,0,0,0,0,8,0,1,30,0,5,1.92744333800214,0,1,527967.0686765,2,527967.561034,0,0,1,0.379549690300186,0.906128938491107,0,0,0.937430396870223,0,0,0,0,1,0,0,527969.553955,527970.0905403,0,1,1.77777777777778,0,0,0,1,527970.0918876,527741.291986,23,"extinction",1,1
"65",65,1,2,1,1,65,65,0,1,527970.3719658,5,9,0,0,0,0,0,0,8,0,1,30,0,5,1.51119836265562,0,1,527970.7217493,2,527971.0991158,0,0,1,0.0288142721469445,0.811333353904966,0,0,0.400888854795881,0,0,0,0,1,0,0,527972.6731936,527973.206843,0,1,1.77777777777778,0,0,0,1,527973.208268,527741.291986,23,"extinction",1,1
"66",66,1,1,2,1,66,66,0,1,527973.4878272,6,9,0,0,0,0,0,0,8,0,1,30,0,5,0.901535512750118,0,1,527973.8242896,1,527974.1736585,0,0,1,0.958864097527561,0.254253495474729,0,0,0.819326830741211,0,0,0,0,1,0,0,527975.1418576,527975.6695121,0,1,1.66666666666667,0,0,0,0,527975.6708593,527741.291986,23,"extinction",1,1
"67",67,1,2,1,1,67,67,0,1,527975.9506824,7,9,0,0,0,0,0,0,8,0,1,30,0,5,1.39306928541458,0,1,527976.2930714,2,527976.7906915,0,0,1,0.162585363542392,0.918941963870296,0,0,0.38368349998596,0,0,0,0,1,0,0,527978.2444215,527978.7705207,0,1,1.55555555555556,0,0,0,0,527978.771858,527741.291986,23,"extinction",1,1
"68",68,1,1,2,1,68,68,0,1,527979.0655887,8,9,0,0,0,0,0,0,8,0,1,30,0,5,1.31858583206748,0,2,527979.4122476,2,527979.9171416,0,0,0,0.209149941241146,0.686960415692278,0,0,0.78088792933924,0,0,0,0,1,0,0,527981.2969425,527981.8238129,0,1,1.44444444444444,0,1,0,0,527981.8256356,527741.291986,23,"extinction",1,0
"69",69,1,1,2,1,69,69,0,1,527982.1061569,1,10,0.85,0,0,0.85,0,1,20,2,1,30,1,5,1.59511882251812,0,1,527982.4482085,1,527982.7845629,0.85,0,1,0.0779342673343554,0.186151027085039,1,0,0.286875696314688,1,0,1,0,1,1,0,527984.450276,527984.9773679,0,1,1.44444444444444,0,0,0,0,527984.9781982,527741.291986,23,"reinstatement",1,1
"70",70,1,1,2,1,70,70,0,1,527985.4220899,2,10,0.85,0,0,0.85,0,1,20,2,1,30,1,5,1.19089068923504,0,1,527985.7676446,1,527986.1974078,0.85,0,1,0.945769201122171,0.423449337303899,0,0,0.543055736299898,0,0,0,0,1,0,0,527987.4522028,527987.9831025,0,1,1.33333333333333,0,0,0,0,527987.9844822,527741.291986,23,"reinstatement",1,1
